רצף כללי,שם הסרטון,תאור תוכן הסרטון,מילות מפתח- להכניס עם פסיק בין מילה למילה,הערות למורים,קישור ליוטיוב- חדש,,,,,,קישור ליוטיוב- רעות/שיר 
הדגמות מכניקה,מכניקה- קינמטיקה- תנועה קצובה- ניסוי בועה,הדגמה מצולמת של ניסוי הבועה,,,https://youtu.be/T-KXFONwKds,,,,,,
הדגמות מכניקה,מכניקה- כללי- הסבר כיצד לכתוב משוואות בקובץ וורד,"הסרטון מלמד כיצד לכתוב משוואות בצורה מסודרת בקובץ וורד ומראה שימוש במספר קיצורי מקלדת.
הסרטון צולם כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/R5xmGYLtSSY,,,,,,
הדגמות מכניקה,מכניקה- כללי- הדרכה לתלמידים כיצד לעבוד עם תוכנת טראקר לניתוח סרטונים- בסיס,,,,https://youtu.be/yFHZ6DnNuYA,,,,,,
הדגמות מכניקה,מכניקה- כללי- הדרכה לתלמידים כיצד לעבוד עם תוכנת טראקר לניתוח סרטונים- מתקדם,,,,https://youtu.be/C-o1FBjvdic,,,,,,
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - משיכת מפת שולחן,"משיכת מפה כהדגמה להתמדה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה,  הדגמה, מכניקההתמדה, חוק ראשון של ניוטון, מפת שולחן",,https://youtu.be/G5Pg00JkDH8,,,,,,https://www.youtube.com/watch?v=hacBF_6EMhU
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - מסילה חלזונית חלק א,"מסילה חלזונית כהדגמה להתמדה
חלק א - לפני שהכדור יוצא מהמסילה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה,  הדגמה, מכניקההתמדה, חוק ראשון של ניוטון, מסילה חלזונית","סרטון 1, מתוך רצף של 2 סרטונים. הסרטונים הם חלק ממערך שיעור.",https://youtu.be/gXa3ZoGH6j8,,,,,,https://youtu.be/PALkfpZcCv4
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - מסילה חלזונית חלק ב,"מסילה חלזונית כהדגמה להתמדה
חלק ב- אחרי שהכדור יוצא מהמסילה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, מכניקה התמדה, חוק ראשון של ניוטון, מסילה חלזונית","סרטון 2, מתוך רצף של 2 סרטונים.הסרטונים הם חלק ממערך שיעור.",https://youtu.be/cndgJKGM6tw,,,,,,https://youtu.be/NsT44oh38dY
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - מקדחה מסובבת זיקוק דולק,"מקדחה מסובבת זיקוק דולק כהדגמה להתמדה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה,  הדגמה, מכניקההתמדה, חוק ראשון של ניוטון, תנועה מעגלית, זיקוק מסתובב, מקדחה מסובבת זיקוק",,https://youtu.be/qtNpnVD3cio,,,,,,https://www.youtube.com/watch?v=n7r5SASmQWM&list=PLjm_kheh3Bqov77hMi-CrSEIKQ0eskEBu&index=5&t=0s
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - עגלת התמדה עם תורן חלק א,"עגלת התמדה עם תורן חלק א, לפני נפילת הכדור כהדגמה להתמדה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, מכניקה התמדה, חוק ראשון של ניוטון, עגלת התמדה, מקל סבא, תורן","סרטון 1, מתוך רצף של 4 סרטונים. הסרטונים הם חלק ממערך שיעור.",https://youtu.be/qiMAg_Q4kso,,,,,,https://youtu.be/W_udHP0FIA0
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - עגלת התמדה עם תורן חלק ב,"עגלת התמדה עם תורן חלק ב, לאחר נפילת הכדור בהילוך איטי כהדגמה להתמדה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, מכניקה התמדה, חוק ראשון של ניוטון, עגלת התמדה, מקל סבא, תורן","סרטון 2, מתוך רצף של 4 סרטונים.הסרטונים הם חלק ממערל שיעור.",https://youtu.be/DI4skWAerRw,,,,,,https://youtu.be/HIsMy2Js2dc
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - עגלת התמדה עם כדור קופץ חלק א,"עגלת התמדה עם כדור קופץ חלק א, לפני קפיצת הכדור כהדגמה להתמדה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה,  הדגמה, מכניקההתמדה, חוק ראשון של ניוטון, עגלת התמדה, כדור קופץ, הדגמה, מכניקה","סרטון 3, מתוך רצף של 4 סרטונים.הסרטונים הם חלק ממערך שיעור.",https://youtu.be/TRENfjKb1Xk,,,,,,https://youtu.be/kJLWXafFZn8
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - עגלת התמדה עם כדור קופץ חלק ב,"עגלת התמדה עם כדור קופץ חלק ב, לאחר קפיצת הכדור בהילוך איטי כהדגמה להתמדה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, מכניקה התמדה, חוק ראשון של ניוטון, עגלת התמדה","סרטון 4, מתוך רצף של 4 סרטונים. הסרטונים הם חלק ממערך שיעור.",https://youtu.be/EdUBOVVkKFU,,,,,,https://youtu.be/mgH-qzt5pwo
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - חוק שלישי - דחיפה על סקייטבורד,"דחיפת שני מורי פיזיקה על סקייטבורדים כהדגמה של חוק שלישי של ניוטון
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, מכניקה חוק שלישי של ניוטון, פעולה ותגובה, דחיפה על סקייטבורד",,https://youtu.be/8if4oMkSaIE,,,,,,https://youtu.be/9b2doi5APCE
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - חוק שלישי - משקלי מזוודה ,"משקל מזוודה מושך עוד משקל מזוודה כהדגמה לחוק שלישי של ניוטון - גודל כוחות פעולה ותגובה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה,  הדגמה, מכניקהחוק שלישי של ניוטון, פעולה ותגובה, משקל מזוודה מושך משקל מזוודה, גודל כוחות פעולה ותגובה",הסרטון חלק ממערך שיעור.,https://youtu.be/JNy4Z7jx80Q,,,,,,https://youtu.be/qdG7cDRmIug
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - חוק שלישי - הדגמת חוק שלישי באמצעות שני מדי כוח ודינמומטר,"סרטון המדגים את חוק שלישי של ניוטון באמצעות תוכנת פאסקו המציגה ערכי מדידה של שני מדי כוח המחוברים בינהם באמצעות דינמומטר.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי ",,,https://youtu.be/5rfaruOe49k,,,,,,
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - פתרון תרגיל שולחן כוחות,"פתרון תרגיל שולחן כוחות והדגמה למה קורה כאשר טועים בחישוב כתרגיל של כוח כוקטור
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, מכניקה כוח כוקטור, שולחן כוחות",הסרטון הואחלק ממערך שיעור שבו יש תמונות נוספות והסברים. בסירטון זה רק רואים את הפתרון הסופי ומה קורה אם בוחרים בפתרון לא נכון.,https://youtu.be/PuzWTt6bg6w,,,,,,https://youtu.be/HJUnLMXvFOo
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - מכונית בולמת ומאיצה,"צילום תנועת מכונית הבולמת ומאיצה לצורך ניתוח נתונים ומציאת מהירויות רגעיות
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, מהירות רגעית",,https://youtu.be/ERveuw1knXc,,,,,,https://youtu.be/PC5_RiSWi8g
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - POE עגלה במישור משופע - הסבר על המערכת,"הסבר על מערכת עגלה במישור משופע,  כהכנה ל-POE עגלה במישור משופע
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/FLcAacY1xBE,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - POE עגלה במישור משופע - הסבר על סונר,"הסבר על אופן מדידת הסונר, כהכנה ל-POE עגלה במישור משופע
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, עגלה במישור משופע, POE, סונר",,https://youtu.be/xrwtMC4-kTQ,,,,,,https://www.youtube.com/watch?v=9JUcoLOWhrM&list=PLjm_kheh3Bqov77hMi-CrSEIKQ0eskEBu&index=14&t=0s
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - POE עגלה במישור משופע - תנועה מלאה,"צילום תנועת עגלה במישור משופע הפוגעת במחסום וחוזרת מספר פעמים
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, עגלה במישור משופע, POE, סונר",,https://youtu.be/No8IAqIet2Q,,,,,,https://youtu.be/ew9fDDnzb00
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - POE עגלה במישור משופע - תנועה עד לפגיעה במחסום מגנטי,"צילום תנועת עגלה במישור משופע על לפגיעתה במחסום
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, עגלה במישור משופע, POE, סונר",,https://youtu.be/zGtaRa5wuPE,,,,,,https://youtu.be/g7Nw1lepkS8
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - POE עגלה במישור משופע - צילום פסקו מקום-זמן עד מחסום,"צילום מדידת Capstone לגרף מקום-זמן של תנועת עגלה במישור משופע - עד למחסום
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, עגלה במישור משופע, POE, סונר",,https://youtu.be/VUUCbMOXmDQ,,,,,,אין סרטון כזה בספריה (רעות)
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - POE עגלה במישור משופע - מדידת פסקו מקום+מהירות-זמן עד מחסום,"צילום מדידת Capstone לגרפי מקום-זמן ומהירות-זמן של תנועת עגלה במישור משופע - עד למחסום
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, עגלה במישור משופע, POE, סונר",,https://youtu.be/ht1IgMLV6MU,,,,,,https://youtu.be/FKnD3auvaEc
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - POE עגלה במישור משופע - מדידת פסקו מקום-זמן תנועה מלאה,"צילום מדידת Capstone לגרף מקום-זמן של תנועת עגלה במישור משופע הפוגעת במחסום וחוזרת מספר פעמים
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, עגלה במישור משופע, POE, סונר, Capstone",,https://youtu.be/U_mt3cBXdmo,,,,,,https://youtu.be/YmBjbQ38wy4
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - POE עגלה במישור משופע - מדידת פסקו מקום+מהירות-זמן תנועה מלאה,"צילום מדידת Capstone לגרפי מקום-זמן ומהירות-זמן של תנועת עגלה במישור משופע הפוגעת במחסום וחוזרת מספר פעמים
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז  רישוורץיסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, עגלה במישור משופע, POE, סונר",,https://youtu.be/PFaGx-WuBJM,,,,,,https://youtu.be/Bpxfu_aS69Y
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - איך ליצור דאגרמת פיזור באקסל,"הסבר איך ליצור דיאגרמת פיזור לתוצאות באקסל
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, עגלה במישור משופע, POE, סונר, Excell",,https://youtu.be/-4UziB4FUvo,,,,,,https://youtu.be/xye9PQxmU1g
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - איך לעשות התאמה למדידות בCapstone,"הסבר כיצד מבצעים התאמה לתוצאות של גרף מקום-זמן בתנועת עגלה במישור משופע
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, קינמטיקה, עגלה במישור משופע, POE, סונר, Capstone",,https://youtu.be/4EfdqGVOEMI?t=2,,,,,,https://youtu.be/rljN-bzsMzI
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - השוואה בין תאוצת מסות שונות,"ניסוי מצולם של מדידת תאוצת עגלה במישור משופע עבור מסות שונות על העגלה.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,שימו לב שבסוף הסרטון יש את תוצאות הניסוי מרוכזות בטבלה ובגרף.,https://youtu.be/CTQ7SQylyo8,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - מדידת תאוצת העגלה כפונקציה של זוית המדרון,"ניסוי מצולם של מדידת תאוצת עגלה במישור משופע כפונקציה של הזוית.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,שימו לב שבסוף הסרטון יש את תוצאות הניסוי מרוכזות בטבלה ובגרף.,https://youtu.be/ecwx0BhOIl0,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - הדגמת הפעמונים של גלילאו,"סרטון המחולק לארבע הדגמות שונות של עגלה על מסילת פאסקו העוברת על יד חישנים המשמיעים צליל כשהעגלה חולפת על פניהם.
ניתן להשתמש בסרטון זה להמחשת הרעיון של תנועה מואצת לעומת תנועה קצובה. 
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,צולם כחלק מפעילות שבני קליגמן הכין. ניתן למצוא את המערך המלא בתיקייה המשותפת,https://youtu.be/UnpnZnSbk7Y,,,,,,
הדגמות מכניקה,מכניקה- קינמטיקה- נפילה חופשית- ספר נופל,"הדגמת נפילה של ספר נופל.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/4k8gqQuKssc,,,,,,
הדגמות מכניקה,מכניקה- קינמטיקה- נפילה חופשית- ספר נופל לצד דף נייר,"הדגמת נפילה של ספר ודף נייר נופלים זה לצד זה.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/itdUnkJKYBw,,,,,,
הדגמות מכניקה,מכניקה- קינמטיקה- נפילה חופשית- ספר נופל לצד דף נייר מקומט,"הדגמת נפילה של ספר ודף נייר מקומט נופלים זה לצד זה.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/UJhUKJ3rzIk,,,,,,
הדגמות מכניקה,מכניקה- קינמטיקה- נפילה חופשית- נפילה של דף מתחת לספר.,"הדגמת נפילה של ספר ודף נייר שנמצא מתחת לספר ברגע הפלתם.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/8iUvv4S35yk,,,,,,
הדגמות מכניקה,מכניקה- קינמטיקה- נפילה חופשית- נפילה של דף מעל לספר.,"הדגמת נפילה של ספר ודף נייר שנמצא מעל לספר ברגע הפלתם.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/XlbBQncaFyg,,,,,,
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - מיון כוחות - ניסוי חוק הוק - טעינת משקולות על קפיץ,"ניסוי אפיון קפיץ כמד כוח - צילום טעינה של משקולות על קפיץ. בנוסף לסרטון קיימת מצגת תמונות למדידות
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, דינמיקה, קפיץ, מד כוח, חוק הוק",,https://youtu.be/1qcAVioZdjU,,,,,,
